,created_at,tweet,flare_sentiment,flare_confidence,txtblob_sentiment,txtblob_subjectivity,vader_sentiment,vader_compound_score
21,2021-03-20T15:46:36.000Z,RT : British Science Week at  Year 6 children learnt how to make a simple electric propeller car using basic parts and some…,POSITIVE,0.9655688405036926,NEGATIVE,0.16071428571428573,NEGATIVE,0.0
22,2021-03-20T15:46:26.000Z,"  You see!? You don't deserve your own car. Anyway, an electric fleet wouldn't mind. No gears. A bit of range anxiety might chill you out a bit.",NEGATIVE,0.9769152402877808,POSITIVE,1.0,POSITIVE,0.123
23,2021-03-20T15:44:21.000Z,   If we (humanity) go all out on AI and electric nobody needs a car anymore as you can just get one buzzing around in your area using an app.,NEGATIVE,0.8027439117431641,NEGATIVE,0.0,NEGATIVE,0.0
24,2021-03-20T15:44:01.000Z,RT : The Volvo XC40 Recharge Pure Electric – the first all-electric car from the Swedish luxury brand and thus the first electric ca…,POSITIVE,0.9996784925460815,POSITIVE,0.38888888888888884,NEGATIVE,0.0
25,2021-03-20T15:43:51.000Z,"  A fossil-fuel power plant is still much more effecient than a small diesel engine of a car. Even if the grid had 100% fossil-fuel generated electricity (which it isn't), it would still be a better option to drive an electric car.",NEGATIVE,0.9992111921310425,POSITIVE,0.4666666666666666,POSITIVE,0.4404
26,2021-03-20T15:43:45.000Z,"RT : this line read is so funny!??!?! ""WHERESMAHELECTRICCAHBRUCE?!"" WHERES HIS ELECTRIC CAR!!!! WHERE IS IT!",NEGATIVE,0.9998179078102112,POSITIVE,1.0,POSITIVE,0.7826
27,2021-03-20T15:43:45.000Z,"RT : this line read is so funny!??!?! ""WHERESMAHELECTRICCAHBRUCE?!"" WHERES HIS ELECTRIC CAR!!!! WHERE IS IT!",NEGATIVE,0.9998179078102112,POSITIVE,1.0,POSITIVE,0.7826
28,2021-03-20T15:43:41.000Z,Electric Jaguar I-Pace named World Car of the Year at the New York Auto Show  via -Earn,POSITIVE,0.998489260673523,POSITIVE,0.45454545454545453,NEGATIVE,0.0
29,2021-03-20T15:42:26.000Z,RT : America's most valuable: - car company: Tesla; electric cars - energy company: NextEra; renewable energy - tech company: Ap…,POSITIVE,0.9990394711494446,POSITIVE,0.5,POSITIVE,0.7645
30,2021-03-20T15:41:56.000Z,Sony built an autonomous electric car and of course it has killer entertainment system  via -Earn,POSITIVE,0.9841771125793457,POSITIVE,0.7,NEGATIVE,-0.3612
31,2021-03-20T15:39:49.000Z,"RT : Flipping heck: the Opel Manta is back, and electric. A classic rear-drive coupe from the 70s and 80s returns as an EV → ht…",POSITIVE,0.9796618223190308,POSITIVE,0.08333333333333333,NEGATIVE,0.0
32,2021-03-20T15:39:19.000Z,RT : If you want to see  bring an electric car club to Stroud then spend 2 minutes to fill out this survey and share it wit…,POSITIVE,0.992626965045929,NEGATIVE,0.0,POSITIVE,0.3612
33,2021-03-20T15:38:44.000Z, Is this why ALL....let me type it again.... ALL major Car Manufacturers have said they are moving toward electric vehicles. ,POSITIVE,0.6474527716636658,POSITIVE,0.5,NEGATIVE,0.0
34,2021-03-20T15:38:23.000Z,Russian Man Admits Ransomware Plot Against Tesla In Nevada:  #slashdot A Russian man has pleaded guilty in the U.S. to offering a Tesla employee $1 million to cripple the electric car company's massive electric battery plant in Nevada with ransomware and …,NEGATIVE,0.9975423812866211,NEGATIVE,0.5,NEGATIVE,-0.1531
35,2021-03-20T15:38:23.000Z,Russian Man Admits Ransomware Plot Against Tesla In Nevada:  A Russian man has pleaded guilty in the U.S. to offering a Tesla employee $1 million to cripple the electric car company's massive electric battery plant in Nevada with ransomware and steal comp…,NEGATIVE,0.992149829864502,NEGATIVE,0.5,NEGATIVE,-0.5859
36,2021-03-20T15:38:11.000Z,Chinese govt threatened Tesla for investing in india. They banned use of chinese car infront of chinese offices (so called security concerns) n even quesioning the quality of the cars. Huh india should promote the use if electric vehicles.  #tesla #indiawantstesla,NEGATIVE,0.9998420476913452,NEGATIVE,0.0,NEGATIVE,-0.25
37,2021-03-20T15:37:09.000Z,RT : Russian national admits in federal court he tried to recruit Tesla employee to install malicious software into company’s c…,NEGATIVE,0.998350977897644,NEGATIVE,0.0,POSITIVE,0.296
38,2021-03-20T15:36:50.000Z,"RT : this line read is so funny!??!?! ""WHERESMAHELECTRICCAHBRUCE?!"" WHERES HIS ELECTRIC CAR!!!! WHERE IS IT! …",NEGATIVE,0.9998396635055542,POSITIVE,1.0,POSITIVE,0.7826
39,2021-03-20T15:36:16.000Z," bought an electric bike. On the first ride, I watched him slam face first into a car and break the bike. Starting your morning watching your brother flop to the ground is always a hilarious way to start the day. (He’s okay. Just dumb.)",NEGATIVE,0.9992771744728088,POSITIVE,0.4611111111111111,NEGATIVE,-0.5719
40,2021-03-20T15:36:06.000Z,RT : America's most valuable: - car company: Tesla; electric cars - energy company: NextEra; renewable energy - tech company: Ap…,POSITIVE,0.9990394711494446,POSITIVE,0.5,POSITIVE,0.7645
41,2021-03-20T15:35:40.000Z,"Lucid Motors may be a likely target for #Apple, since its first electric car is also aptly named ‘Air’ #ev  #lucidmotors  via ",NEGATIVE,0.9812984466552734,POSITIVE,0.7777777777777777,NEGATIVE,0.0
42,2021-03-20T15:35:02.000Z,RT : The Volvo XC40 Recharge Pure Electric – the first all-electric car from the Swedish luxury brand and thus the first electric ca…,POSITIVE,0.9996784925460815,POSITIVE,0.38888888888888884,NEGATIVE,0.0
43,2021-03-20T15:34:21.000Z,"RT : Chinese carmaker unveils the 'world's cheapest electric car,' starting at less than $9,000 ",NEGATIVE,0.9998432397842407,NEGATIVE,0.05555555555555556,NEGATIVE,0.0
44,2021-03-20T15:34:04.000Z,"RT : this line read is so funny!??!?! ""WHERESMAHELECTRICCAHBRUCE?!"" WHERES HIS ELECTRIC CAR!!!! WHERE IS IT! …",NEGATIVE,0.9998396635055542,POSITIVE,1.0,POSITIVE,0.7826
45,2021-03-20T15:34:03.000Z,RT : A Russian man pleaded guilty to offering a Tesla employee $1 million to get computer malware into the electric car company’s massiv…,NEGATIVE,0.9976297616958618,NEGATIVE,0.5,NEGATIVE,-0.4215
46,2021-03-20T15:33:44.000Z,Things people have said to me about my electric car : “it looks like a 6 cylinder for sure” Me: 🥲,NEGATIVE,0.9516019225120544,POSITIVE,0.8888888888888888,POSITIVE,0.3612
47,2021-03-20T15:33:28.000Z,"RT : this line read is so funny!??!?! ""WHERESMAHELECTRICCAHBRUCE?!"" WHERES HIS ELECTRIC CAR!!!! WHERE IS IT! …",NEGATIVE,0.9998396635055542,POSITIVE,1.0,POSITIVE,0.7826
48,2021-03-20T15:33:19.000Z,RT : Russian national admits in federal court he tried to recruit Tesla employee to install malicious software into company’s c…,NEGATIVE,0.998350977897644,NEGATIVE,0.0,POSITIVE,0.296
49,2021-03-20T15:33:14.000Z,"Love “Electric vehicles have a long way to go”.. I haven’t needed to put a cent into my car for 50,000 miles (tire change) and get the same mileage as a gas vehicle would, but for $5-10 a full charge instead of filling that ⛽️ tank. But sure, go off on that oil change again 👌🏼",POSITIVE,0.9992712140083313,POSITIVE,0.5127777777777778,POSITIVE,0.9294
50,2021-03-20T15:33:11.000Z,RT : Making electric cars more competitive with gas-powered ones will require a breakthrough battery. We believe that breakthrou…,NEGATIVE,0.9759777784347534,POSITIVE,0.5,POSITIVE,0.2484
51,2021-03-20T15:33:06.000Z,"RT : Flipping heck: the Opel Manta is back, and electric. A classic rear-drive coupe from the 70s and 80s returns as an EV → ht…",POSITIVE,0.9796618223190308,POSITIVE,0.08333333333333333,NEGATIVE,0.0
52,2021-03-20T15:32:43.000Z,RT : Russian national admits in federal court he tried to recruit Tesla employee to install malicious software into company’s c…,NEGATIVE,0.998350977897644,NEGATIVE,0.0,POSITIVE,0.296
53,2021-03-20T15:32:24.000Z,"RT : this line read is so funny!??!?! ""WHERESMAHELECTRICCAHBRUCE?!"" WHERES HIS ELECTRIC CAR!!!! WHERE IS IT!",NEGATIVE,0.9998179078102112,POSITIVE,1.0,POSITIVE,0.7826
54,2021-03-20T15:32:12.000Z,RT :    This is false. There are no rare-earth elements (REE) in lithium ion batteries wh…,NEGATIVE,0.9999723434448242,NEGATIVE,0.6,NEGATIVE,-0.296
55,2021-03-20T15:32:09.000Z,"RT : Flipping heck: the Opel Manta is back, and electric. A classic rear-drive coupe from the 70s and 80s returns as an EV → ht…",POSITIVE,0.9796618223190308,POSITIVE,0.08333333333333333,NEGATIVE,0.0
56,2021-03-20T15:31:53.000Z,"I do weird things when I can't sleep. Like research how electric car charging works and if Tesla has a patent for its modified CCS port that can handle DC without the Type 2 Combo. They do own a patent, but I think it would be helpful to the market if they open sourced it",NEGATIVE,0.9482536911964417,NEGATIVE,0.8333333333333334,POSITIVE,0.4205
57,2021-03-20T15:31:32.000Z,RT : America's most valuable: - car company: Tesla; electric cars - energy company: NextEra; renewable energy - tech company: Ap…,POSITIVE,0.9990394711494446,POSITIVE,0.5,POSITIVE,0.7645
58,2021-03-20T15:30:24.000Z,The Volvo XC40 Recharge Pure Electric – the first all-electric car from the Swedish luxury brand and thus the first electric car from Volvo Car South Africa – is being launched in this country in the second half 2021. |  ,POSITIVE,0.9993385672569275,POSITIVE,0.26666666666666666,POSITIVE,0.128
59,2021-03-20T15:30:19.000Z,RT : Russian national admits in federal court he tried to recruit Tesla employee to install malicious software into company’s c…,NEGATIVE,0.998350977897644,NEGATIVE,0.0,POSITIVE,0.296
60,2021-03-20T15:30:18.000Z,"RT : Flipping heck: the Opel Manta is back, and electric. A classic rear-drive coupe from the 70s and 80s returns as an EV → ht…",POSITIVE,0.9796618223190308,POSITIVE,0.08333333333333333,NEGATIVE,0.0
61,2021-03-20T15:30:08.000Z,"Flipping heck: the Opel Manta is back, and electric. A classic rear-drive coupe from the 70s and 80s returns as an EV →  ",POSITIVE,0.9918734431266785,POSITIVE,0.08333333333333333,NEGATIVE,0.0
62,2021-03-20T15:29:29.000Z,"I'm absolutely a fan of the new design, bold and quite a bit futuristic, you might think it's a full on electric car or some prototype 😆 ",POSITIVE,0.9997548460960388,POSITIVE,0.6428030303030303,POSITIVE,0.7703
63,2021-03-20T15:29:20.000Z,RT : Russian national admits in federal court he tried to recruit Tesla employee to install malicious software into company’s c…,NEGATIVE,0.998350977897644,NEGATIVE,0.0,POSITIVE,0.296
64,2021-03-20T15:29:11.000Z,  Shee you want electric car 🤣🤣🤣,POSITIVE,0.5786184072494507,NEGATIVE,0.0,POSITIVE,0.872
65,2021-03-20T15:28:32.000Z,RT : Russian national admits in federal court he tried to recruit Tesla employee to install malicious software into company’s c…,NEGATIVE,0.998350977897644,NEGATIVE,0.0,POSITIVE,0.296
66,2021-03-20T15:27:43.000Z,RT : Russian national admits in federal court he tried to recruit Tesla employee to install malicious software into company’s c…,NEGATIVE,0.998350977897644,NEGATIVE,0.0,POSITIVE,0.296
67,2021-03-20T15:27:09.000Z,RT : Russian national admits in federal court he tried to recruit Tesla employee to install malicious software into company’s c…,NEGATIVE,0.998350977897644,NEGATIVE,0.0,POSITIVE,0.296
68,2021-03-20T15:27:03.000Z,Russian national admits in federal court he tried to recruit Tesla employee to install malicious software into company’s computer network with goal of extorting electric car giant. ,NEGATIVE,0.9989445805549622,NEGATIVE,0.5,POSITIVE,0.296
69,2021-03-20T15:26:49.000Z,Best EV City Car? Best EV Van? Here's the full list of zero-emission winners from the Great British Fleet Awards👇 ,POSITIVE,0.9992201328277588,POSITIVE,0.38,POSITIVE,0.9636
70,2021-03-20T15:26:40.000Z,Best EV City Car? Best EV Van? Here's the full list of zero-emission winners from the Great British Fleet Awards👇 ,POSITIVE,0.9992201328277588,POSITIVE,0.38,POSITIVE,0.9636
71,2021-03-20T15:26:31.000Z,Best EV City Car? Best EV Van? Here's the full list of zero-emission winners from the Great British Fleet Awards👇 ,POSITIVE,0.9992201328277588,POSITIVE,0.38,POSITIVE,0.9636
72,2021-03-20T15:25:47.000Z,RT : America's most valuable: - car company: Tesla; electric cars - energy company: NextEra; renewable energy - tech company: Ap…,POSITIVE,0.9990394711494446,POSITIVE,0.5,POSITIVE,0.7645
73,2021-03-20T15:25:15.000Z, Another thing 3-phase brings you is high speed electric car charging (source: random fact picked up watching YouTube),POSITIVE,0.9441820383071899,NEGATIVE,0.52,NEGATIVE,0.0
74,2021-03-20T15:25:08.000Z,"RT : this line read is so funny!??!?! ""WHERESMAHELECTRICCAHBRUCE?!"" WHERES HIS ELECTRIC CAR!!!! WHERE IS IT!",NEGATIVE,0.9998179078102112,POSITIVE,1.0,POSITIVE,0.7826
75,2021-03-20T15:25:02.000Z, you could technically argue that this is a bruce and joker interaction not a batman and joker interaction cause batmans got nothin to do with the electric car thats all bruce,NEGATIVE,0.7515349388122559,NEGATIVE,0.1,NEGATIVE,-0.1027
76,2021-03-20T15:24:45.000Z, I will be buying an electric car soon as well! I don’t want to pay for gas anymore!,NEGATIVE,0.6319714188575745,NEGATIVE,0.0,POSITIVE,0.3786
77,2021-03-20T15:24:37.000Z,RT : Making electric cars more competitive with gas-powered ones will require a breakthrough battery. We believe that breakthrou…,NEGATIVE,0.9759777784347534,POSITIVE,0.5,POSITIVE,0.2484
78,2021-03-20T15:23:49.000Z," DC's Statehood moto, Well at least we have a WAWA. OR Welcome to Washington DC, home to 31 electric car chargers, oh make that 6 the others were stolen overnight. Or DC, the greenest town on the Patomac, probably from all the political bullshit!",NEGATIVE,0.7442744374275208,POSITIVE,0.46666666666666673,NEGATIVE,-0.4926
79,2021-03-20T15:23:17.000Z,RT : Full electrification of vehicles is expected to trigger a 30% increase in electricity consumption. The costs of increa…,NEGATIVE,0.9240115880966187,POSITIVE,0.47500000000000003,POSITIVE,0.3182
80,2021-03-20T15:23:07.000Z,"Volkswagen has unveiled a massive expansion of battery production as it seeks to gain an edge in the electric car race. It said it plans to build six ""gigafactories"" in Europe by 2030 with a total production capacity of 240 gigawatt hours per year. ",POSITIVE,0.973445475101471,NEGATIVE,0.875,POSITIVE,0.5267
81,2021-03-20T15:22:35.000Z,"RT : this line read is so funny!??!?! ""WHERESMAHELECTRICCAHBRUCE?!"" WHERES HIS ELECTRIC CAR!!!! WHERE IS IT!",NEGATIVE,0.9998179078102112,POSITIVE,1.0,POSITIVE,0.7826
82,2021-03-20T15:22:21.000Z,So my next car must be electric .. to fill my tank is like £80 quid,NEGATIVE,0.9886441230773926,NEGATIVE,0.0,POSITIVE,0.3612
83,2021-03-20T15:22:01.000Z,Diesel-powered electric car ,POSITIVE,0.999221920967102,NEGATIVE,0.0,NEGATIVE,0.0
84,2021-03-20T15:21:48.000Z,RT : If you want to see  bring an electric car club to Stroud then spend 2 minutes to fill out this survey and share it wit…,POSITIVE,0.992626965045929,NEGATIVE,0.0,POSITIVE,0.3612
85,2021-03-20T15:21:23.000Z,"RT : this line read is so funny!??!?! ""WHERESMAHELECTRICCAHBRUCE?!"" WHERES HIS ELECTRIC CAR!!!! WHERE IS IT!",NEGATIVE,0.9998179078102112,POSITIVE,1.0,POSITIVE,0.7826
86,2021-03-20T15:21:19.000Z,"RT : this line read is so funny!??!?! ""WHERESMAHELECTRICCAHBRUCE?!"" WHERES HIS ELECTRIC CAR!!!! WHERE IS IT!",NEGATIVE,0.9998179078102112,POSITIVE,1.0,POSITIVE,0.7826
87,2021-03-20T15:20:50.000Z,"RT : this line read is so funny!??!?! ""WHERESMAHELECTRICCAHBRUCE?!"" WHERES HIS ELECTRIC CAR!!!! WHERE IS IT! …",NEGATIVE,0.9998396635055542,POSITIVE,1.0,POSITIVE,0.7826
88,2021-03-20T15:20:45.000Z,Prepping your home for an electric car  via -Earn,NEGATIVE,0.6128228306770325,NEGATIVE,0.0,NEGATIVE,0.0
89,2021-03-20T15:19:50.000Z,How the electric car became the future of transportation  via  General Motors EV1 below ,NEGATIVE,0.7204580903053284,NEGATIVE,0.3125,NEGATIVE,0.0
90,2021-03-20T15:18:49.000Z,RT : Volkswagen has unveiled a massive expansion of battery production as it seeks to gain an edge in the electric car race. I…,POSITIVE,0.9651798605918884,NEGATIVE,1.0,POSITIVE,0.5267
91,2021-03-20T15:18:43.000Z,If Volvo ever releases an electric car they should call it the eVolvo send tweet The Stamp Act Jesus Christ.,NEGATIVE,0.9996504783630371,NEGATIVE,0.0,NEGATIVE,0.0
92,2021-03-20T15:18:23.000Z,"RT : this line read is so funny!??!?! ""WHERESMAHELECTRICCAHBRUCE?!"" WHERES HIS ELECTRIC CAR!!!! WHERE IS IT!",NEGATIVE,0.9998179078102112,POSITIVE,1.0,POSITIVE,0.7826
93,2021-03-20T15:18:17.000Z,"""Battery costs, which make up a large proportion of the total cost of an electric car, will be reduced gradually by up to 50% in entry level models and by up to 30% in standard models ... ."" IMO, the challenge will be to secure the supply of raw materials for the batteries. ",NEGATIVE,0.9915801882743835,POSITIVE,0.448021978021978,POSITIVE,0.4019
94,2021-03-20T15:18:10.000Z,RT : I bought an electric car today!,POSITIVE,0.7854424715042114,NEGATIVE,0.0,NEGATIVE,0.0
95,2021-03-20T15:17:51.000Z,"RT : this line read is so funny!??!?! ""WHERESMAHELECTRICCAHBRUCE?!"" WHERES HIS ELECTRIC CAR!!!! WHERE IS IT!",NEGATIVE,0.9998179078102112,POSITIVE,1.0,POSITIVE,0.7826
96,2021-03-20T15:17:43.000Z,"RT : this line read is so funny!??!?! ""WHERESMAHELECTRICCAHBRUCE?!"" WHERES HIS ELECTRIC CAR!!!! WHERE IS IT!",NEGATIVE,0.9998179078102112,POSITIVE,1.0,POSITIVE,0.7826
97,2021-03-20T15:17:21.000Z,"RT : this line read is so funny!??!?! ""WHERESMAHELECTRICCAHBRUCE?!"" WHERES HIS ELECTRIC CAR!!!! WHERE IS IT! …",NEGATIVE,0.9998396635055542,POSITIVE,1.0,POSITIVE,0.7826
98,2021-03-20T15:16:59.000Z,"In a move that's becoming popular across the auto industry, Nissan has set a new carbon neutral goal. #Lintec #LintecAuto #AutoParts #Manufacturing #Engineering #OEM #Innovation #engineer #technology #science #design #tech #engineers #stem #engineeringlife ",POSITIVE,0.9997344613075256,POSITIVE,0.7348484848484849,POSITIVE,0.6597
99,2021-03-20T15:16:45.000Z,"RT : this line read is so funny!??!?! ""WHERESMAHELECTRICCAHBRUCE?!"" WHERES HIS ELECTRIC CAR!!!! WHERE IS IT! …",NEGATIVE,0.9998396635055542,POSITIVE,1.0,POSITIVE,0.7826
100,2021-03-20T14:59:59.000Z,RT : America's most valuable: - car company: Tesla; electric cars - energy company: NextEra; renewable energy - tech company: Ap…,POSITIVE,0.9990394711494446,POSITIVE,0.5,POSITIVE,0.7645
101,2021-03-20T14:59:34.000Z,"this line read is so funny!??!?! ""WHERESMAHELECTRICCAHBRUCE?!"" WHERES HIS ELECTRIC CAR!!!! WHERE IS IT! ",NEGATIVE,0.9981288313865662,POSITIVE,1.0,POSITIVE,0.7826
102,2021-03-20T14:58:14.000Z, I recall seeing a video by you of an electric car. Ounce for ounce? Electric was a much more wild ride... and the potential economic and legal consequences? Far less painful! LOL!,POSITIVE,0.9992634654045105,POSITIVE,0.5518518518518519,POSITIVE,0.4752
103,2021-03-20T14:56:07.000Z, Musk invented the electric car that beats the ICE car on the market. Golf carts and postal delivery vans didn’t put a dent in the global carbon footprint. The car industry followed only after Tesla had eliminated the technological risk.,POSITIVE,0.9994478821754456,NEGATIVE,0.5,NEGATIVE,-0.2732
104,2021-03-20T14:55:24.000Z,$GWSO The Auto Industry Bets Its Future on Batteries 📈 #EV #ElectricVehicles #Battery #Technology #Stocks ⁦⁩ ,NEGATIVE,0.9942824840545654,NEGATIVE,0.125,NEGATIVE,0.0
105,2021-03-20T14:55:12.000Z,  I’m not driving a damn electric car! I’ll stick with my hp.,NEGATIVE,0.999972939491272,NEGATIVE,0.0,POSITIVE,0.3716
106,2021-03-20T14:55:10.000Z,  Hmmm. Think I’ll get into my electric car and go where I want. When I want. The irony of your statement is that you’re dependent on a complex web of government-sanctioned procedures to put a single gallon of gas in your tank. An EV can charge from solar or wind off the grid.,POSITIVE,0.8957340717315674,NEGATIVE,0.30714285714285716,POSITIVE,0.1027
107,2021-03-20T14:54:41.000Z,Electric Car Market Share In Italy Grows 123% YOY In February  via .com,NEGATIVE,0.552553653717041,NEGATIVE,0.0,POSITIVE,0.296
108,2021-03-20T14:53:00.000Z,RT :  Then they haven't seen Joker react to batman being unmasked and ask where his preordered waynetech electric car i…,NEGATIVE,0.9848396182060242,NEGATIVE,0.0,NEGATIVE,-0.0951
109,2021-03-20T14:52:36.000Z,RT : America's most valuable: - car company: Tesla; electric cars - energy company: NextEra; renewable energy - tech company: Ap…,POSITIVE,0.9990394711494446,POSITIVE,0.5,POSITIVE,0.7645
110,2021-03-20T14:52:10.000Z,RT : I bought an electric car today!,POSITIVE,0.7854424715042114,NEGATIVE,0.0,NEGATIVE,0.0
111,2021-03-20T14:52:02.000Z,"  My plan is to run my current Japanese gas engine car into the ground and then go electric. I figure I got at least another 100k miles on this bad boy and by the time I get there, electrics will be cheap as hell (or hopefully fully autonomous and I won't have to drive anymore).",NEGATIVE,0.9862188696861267,NEGATIVE,0.47777777777777786,NEGATIVE,-0.792
112,2021-03-20T14:51:50.000Z, If I ever had 70k to spend on a car the Electric Hummer is so cool looking 😎,POSITIVE,0.9312780499458313,POSITIVE,0.65,POSITIVE,0.7395
113,2021-03-20T14:51:03.000Z,"""We're expecting a range of 250 miles,” Humble said. I said, that’s further than I can go on a tank of gas in my 1990 Classic—and that’s assuming the car remains operational for an entire tank of gas.     ",POSITIVE,0.9984173774719238,NEGATIVE,0.5083333333333333,NEGATIVE,0.0
114,2021-03-20T14:50:27.000Z,RT : #ElonMusk said #Tesla wouldn't exist without a little-known electric convertible called the #tZero #Driverless #AutonomousV…,NEGATIVE,0.9991518259048462,NEGATIVE,0.0,NEGATIVE,0.0
115,2021-03-20T14:48:57.000Z,"  Not to mention, what’s the value of an eight year old electric car? Next to Zero. They are as worthless as my Dewalt cordless drill, replacement batteries worth more than what they power.",NEGATIVE,0.9999988079071045,NEGATIVE,0.34,POSITIVE,0.1027
116,2021-03-20T14:48:41.000Z,"A Russian man has pleaded guilty in the U.S. to offering a Tesla employee $1 million to cripple the electric car company’s massive electric battery plant in Nevada with ransomware and steal company secrets for extortion, prosecutors and court records said. ",NEGATIVE,0.993237316608429,NEGATIVE,0.6666666666666666,NEGATIVE,-0.7184
117,2021-03-20T14:48:37.000Z,RT : #ElonMusk said #Tesla wouldn't exist without a little-known electric convertible called the #tZero #Driverless #AutonomousV…,NEGATIVE,0.9991518259048462,NEGATIVE,0.0,NEGATIVE,0.0
